timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1603281815474,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-379,text,true,,347,0,1000,1000,null,0,0,0
1603281814349,1125,Read lists,200,,Ultimate Thread Group(ToDoList) 1-796,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1124,0,1
1603281815475,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-796,text,true,,347,0,1000,1000,null,0,0,0
1603281814076,1400,Read lists,200,,Ultimate Thread Group(ToDoList) 1-511,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1399,0,0
1603281815477,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-511,text,true,,347,0,1000,1000,null,0,0,0
1603281814207,1271,Read lists,200,,Ultimate Thread Group(ToDoList) 1-380,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1271,0,0
1603281815479,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-380,text,true,,347,0,1000,1000,null,0,0,0
1603281814353,1128,Read lists,200,,Ultimate Thread Group(ToDoList) 1-652,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1128,0,1
1603281814205,1276,Read lists,200,,Ultimate Thread Group(ToDoList) 1-381,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1276,0,1
1603281815482,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-652,text,true,,347,0,1000,1000,null,0,0,0
1603281815483,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-381,text,true,,347,0,1000,1000,null,0,0,0
1603281814350,1135,Read lists,200,,Ultimate Thread Group(ToDoList) 1-236,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1135,0,1
1603281814079,1406,Read lists,200,,Ultimate Thread Group(ToDoList) 1-508,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1406,0,0
1603281814354,1131,Read lists,200,,Ultimate Thread Group(ToDoList) 1-232,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1131,0,1
1603281815486,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-236,text,true,,347,0,1000,1000,null,0,0,0
1603281815486,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-508,text,true,,347,0,1000,1000,null,0,0,0
1603281815486,1,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-232,text,true,,347,0,1000,1000,null,0,0,0
1603281814350,1142,Read lists,200,,Ultimate Thread Group(ToDoList) 1-821,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1142,0,0
1603281815494,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-821,text,true,,347,0,1000,1000,null,0,0,0
1603281814211,1283,Read lists,200,,Ultimate Thread Group(ToDoList) 1-375,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1281,0,1
1603281815495,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-375,text,true,,347,0,1000,1000,null,0,0,0
1603281814358,1137,Read lists,200,,Ultimate Thread Group(ToDoList) 1-228,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1137,0,1
1603281815496,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-228,text,true,,347,0,1000,1000,null,0,0,0
1603281814356,1139,Read lists,200,,Ultimate Thread Group(ToDoList) 1-230,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1139,0,1
1603281815496,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-230,text,true,,347,0,1000,1000,null,0,0,0
1603281814358,1140,Read lists,200,,Ultimate Thread Group(ToDoList) 1-651,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1140,0,1
1603281815499,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-651,text,true,,347,0,1000,1000,null,0,0,0
1603281814215,1283,Read lists,200,,Ultimate Thread Group(ToDoList) 1-371,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1283,0,1
1603281815500,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-371,text,true,,346,0,1000,1000,null,0,0,0
1603281814360,1139,Read lists,200,,Ultimate Thread Group(ToDoList) 1-227,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1139,0,0
1603281815501,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-227,text,true,,347,0,1000,1000,null,0,0,0
1603281814355,1148,Read lists,200,,Ultimate Thread Group(ToDoList) 1-231,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1148,0,1
1603281815505,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-231,text,true,,347,0,1000,1000,null,0,0,0
1603281814361,1143,Read lists,200,,Ultimate Thread Group(ToDoList) 1-226,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1143,0,0
1603281815505,1,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-226,text,true,,346,0,1000,1000,null,0,0,0
1603281814362,1144,Read lists,200,,Ultimate Thread Group(ToDoList) 1-770,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1144,0,1
1603281815507,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-770,text,true,,347,0,1000,1000,null,0,0,0
1603281814361,1147,Read lists,200,,Ultimate Thread Group(ToDoList) 1-654,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1147,0,1
1603281814088,1420,Read lists,200,,Ultimate Thread Group(ToDoList) 1-499,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1420,0,0
1603281815509,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-654,text,true,,347,0,1000,1000,null,0,0,0
1603281815509,1,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-499,text,true,,347,0,1000,1000,null,0,0,0
1603281814362,1148,Read lists,200,,Ultimate Thread Group(ToDoList) 1-224,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1148,0,1
1603281815511,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-224,text,true,,347,0,1000,1000,null,0,0,0
1603281814089,1422,Read lists,200,,Ultimate Thread Group(ToDoList) 1-728,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1422,0,0
1603281815513,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-728,text,true,,346,0,1000,1000,null,0,0,0
1603281813812,1700,Read lists,200,,Ultimate Thread Group(ToDoList) 1-802,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1700,0,1
1603281815513,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-802,text,true,,347,0,1000,1000,null,0,0,0
1603281814365,1153,Read lists,200,,Ultimate Thread Group(ToDoList) 1-222,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1153,0,1
1603281813662,1856,Read lists,200,,Ultimate Thread Group(ToDoList) 1-925,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1856,0,0
1603281815519,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-222,text,true,,347,0,1000,1000,null,0,0,0
1603281815519,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-925,text,true,,347,0,1000,1000,null,0,0,0
1603281814368,1153,Read lists,200,,Ultimate Thread Group(ToDoList) 1-649,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1153,0,1
1603281815522,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-649,text,true,,347,0,1000,1000,null,0,0,0
1603281814223,1298,Read lists,200,,Ultimate Thread Group(ToDoList) 1-363,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1298,0,1
1603281815523,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-363,text,true,,347,0,1000,1000,null,0,0,0
1603281814371,1153,Read lists,200,,Ultimate Thread Group(ToDoList) 1-215,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1153,0,1
1603281815526,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-215,text,true,,347,0,1000,1000,null,0,0,0
1603281814093,1432,Read lists,200,,Ultimate Thread Group(ToDoList) 1-494,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1432,0,1
1603281815526,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-494,text,true,,347,0,1000,1000,null,0,0,0
1603281814095,1432,Read lists,200,,Ultimate Thread Group(ToDoList) 1-492,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1429,0,0
1603281815528,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-492,text,true,,347,0,1000,1000,null,0,0,0
1603281813819,1712,Read lists,200,,Ultimate Thread Group(ToDoList) 1-767,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1712,0,1
1603281815532,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-767,text,true,,347,0,1000,1000,null,0,0,0
1603281814224,1307,Read lists,200,,Ultimate Thread Group(ToDoList) 1-362,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1307,0,1
1603281815533,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-362,text,true,,346,0,1000,1000,null,0,0,0
1603281814372,1162,Read lists,200,,Ultimate Thread Group(ToDoList) 1-214,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1162,0,1
1603281815536,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-214,text,true,,347,0,1000,1000,null,0,0,0
1603281814096,1439,Read lists,200,,Ultimate Thread Group(ToDoList) 1-491,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1438,0,0
1603281815536,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-491,text,true,,347,0,1000,1000,null,0,0,0
1603281814375,1163,Read lists,200,,Ultimate Thread Group(ToDoList) 1-211,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1163,0,1
1603281815540,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-211,text,true,,347,0,1000,1000,null,0,0,0
1603281814374,1164,Read lists,200,,Ultimate Thread Group(ToDoList) 1-213,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1164,0,0
1603281815540,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-213,text,true,,346,0,1000,1000,null,0,0,0
1603281814376,1163,Read lists,200,,Ultimate Thread Group(ToDoList) 1-919,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1163,0,0
1603281815540,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-919,text,true,,347,0,1000,1000,null,0,0,0
1603281814376,1167,Read lists,200,,Ultimate Thread Group(ToDoList) 1-922,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1167,0,1
1603281815545,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-922,text,true,,347,0,1000,1000,null,0,0,0
1603281814374,1172,Read lists,200,,Ultimate Thread Group(ToDoList) 1-212,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1171,0,1
1603281815547,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-212,text,true,,347,0,1000,1000,null,0,0,0
1603281814102,1445,Read lists,200,,Ultimate Thread Group(ToDoList) 1-485,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1444,0,0
1603281815548,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-485,text,true,,347,0,1000,1000,null,0,0,0
1603281814377,1172,Read lists,200,,Ultimate Thread Group(ToDoList) 1-209,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1172,0,1
1603281815550,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-209,text,true,,347,0,1000,1000,null,0,0,0
1603281814380,1170,Read lists,200,,Ultimate Thread Group(ToDoList) 1-206,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1170,0,1
1603281815552,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-206,text,true,,347,0,1000,1000,null,0,0,0
1603281813964,1587,Read lists,200,,Ultimate Thread Group(ToDoList) 1-766,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1587,0,0
1603281815553,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-766,text,true,,347,0,1000,1000,null,0,0,0
1603281814381,1172,Read lists,200,,Ultimate Thread Group(ToDoList) 1-205,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1172,0,1
1603281815555,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-205,text,true,,347,0,1000,1000,null,0,0,0
1603281814379,1176,Read lists,200,,Ultimate Thread Group(ToDoList) 1-207,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1176,0,1
1603281815556,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-207,text,true,,347,0,1000,1000,null,0,0,0
1603281814382,1176,Read lists,200,,Ultimate Thread Group(ToDoList) 1-204,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1176,0,1
1603281815559,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-204,text,true,,347,0,1000,1000,null,0,0,0
1603281814381,1180,Read lists,200,,Ultimate Thread Group(ToDoList) 1-653,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1180,0,1
1603281814109,1453,Read lists,200,,Ultimate Thread Group(ToDoList) 1-478,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1453,0,1
1603281815563,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-653,text,true,,347,0,1000,1000,null,0,0,0
1603281815563,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-478,text,true,,347,0,1000,1000,null,0,0,0
1603281814240,1324,Read lists,200,,Ultimate Thread Group(ToDoList) 1-346,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1324,0,1
1603281814244,1320,Read lists,200,,Ultimate Thread Group(ToDoList) 1-342,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1320,0,1
1603281815566,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-346,text,true,,347,0,1000,1000,null,0,0,0
1603281815566,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-342,text,true,,347,0,1000,1000,null,0,0,0
1603281814383,1185,Read lists,200,,Ultimate Thread Group(ToDoList) 1-650,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1185,0,0
1603281815570,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-650,text,true,,347,0,1000,1000,null,0,0,0
1603281813678,1892,Read lists,200,,Ultimate Thread Group(ToDoList) 1-909,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1892,0,0
1603281813972,1598,Read lists,200,,Ultimate Thread Group(ToDoList) 1-969,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1598,0,0
1603281815571,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-909,text,true,,347,0,1000,1000,null,0,0,0
1603281815571,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-969,text,true,,347,0,1000,1000,null,0,0,0
1603281814387,1184,Read lists,200,,Ultimate Thread Group(ToDoList) 1-199,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1184,0,1
1603281815573,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-199,text,true,,347,0,1000,1000,null,0,0,0
1603281814247,1326,Read lists,200,,Ultimate Thread Group(ToDoList) 1-339,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1326,0,1
1603281815574,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-339,text,true,,347,0,1000,1000,null,0,0,0
1603281814386,1189,Read lists,200,,Ultimate Thread Group(ToDoList) 1-200,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1189,0,1
1603281815577,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-200,text,true,,347,0,1000,1000,null,0,0,0
1603281814389,1188,Read lists,200,,Ultimate Thread Group(ToDoList) 1-197,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1188,0,1
1603281815579,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-197,text,true,,347,0,1000,1000,null,0,0,0
1603281814248,1332,Read lists,200,,Ultimate Thread Group(ToDoList) 1-338,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1332,0,1
1603281814249,1331,Read lists,200,,Ultimate Thread Group(ToDoList) 1-337,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1331,0,1
1603281814390,1190,Read lists,200,,Ultimate Thread Group(ToDoList) 1-196,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1190,0,1
1603281815582,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-337,text,true,,347,0,1000,1000,null,0,0,0
1603281815582,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-338,text,true,,347,0,1000,1000,null,0,0,0
1603281815582,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-196,text,true,,347,0,1000,1000,null,0,0,0
1603281814250,1331,Read lists,200,,Ultimate Thread Group(ToDoList) 1-336,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1331,0,1
1603281815582,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-336,text,true,,347,0,1000,1000,null,0,0,0
1603281814393,1191,Read lists,200,,Ultimate Thread Group(ToDoList) 1-194,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1191,0,1
1603281815585,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-194,text,true,,347,0,1000,1000,null,0,0,0
1603281813712,1876,Read lists,200,,Ultimate Thread Group(ToDoList) 1-875,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1876,0,0
1603281815589,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-875,text,true,,347,0,1000,1000,null,0,0,0
1603281814254,1335,Read lists,200,,Ultimate Thread Group(ToDoList) 1-333,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1335,0,0
1603281815591,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-333,text,true,,347,0,1000,1000,null,0,0,0
1603281814395,1195,Read lists,200,,Ultimate Thread Group(ToDoList) 1-191,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1195,0,1
1603281814118,1472,Read lists,200,,Ultimate Thread Group(ToDoList) 1-469,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1472,0,0
1603281815592,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-191,text,true,,347,0,1000,1000,null,0,0,0
1603281815592,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-469,text,true,,347,0,1000,1000,null,0,0,0
1603281814125,1468,Read lists,200,,Ultimate Thread Group(ToDoList) 1-462,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1468,0,0
1603281815595,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-462,text,true,,346,0,1000,1000,null,0,0,0
1603281814256,1340,Read lists,200,,Ultimate Thread Group(ToDoList) 1-330,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1339,0,1
1603281815597,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-330,text,true,,347,0,1000,1000,null,0,0,0
1603281814397,1201,Read lists,200,,Ultimate Thread Group(ToDoList) 1-189,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1201,0,1
1603281815599,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-189,text,true,,347,0,1000,1000,null,0,0,0
1603281814255,1344,Read lists,200,,Ultimate Thread Group(ToDoList) 1-331,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1344,0,1
1603281815601,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-331,text,true,,347,0,1000,1000,null,0,0,0
1603281814398,1203,Read lists,200,,Ultimate Thread Group(ToDoList) 1-188,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1203,0,1
1603281815603,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-188,text,true,,347,0,1000,1000,null,0,0,0
1603281814261,1341,Read lists,200,,Ultimate Thread Group(ToDoList) 1-674,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1341,0,0
1603281815603,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-674,text,true,,347,0,1000,1000,null,0,0,0
1603281814255,1348,Read lists,200,,Ultimate Thread Group(ToDoList) 1-675,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1348,0,1
1603281815604,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-675,text,true,,347,0,1000,1000,null,0,0,0
1603281814126,1479,Read lists,200,,Ultimate Thread Group(ToDoList) 1-460,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1479,0,0
1603281815606,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-460,text,true,,347,0,1000,1000,null,0,0,0
1603281814128,1480,Read lists,200,,Ultimate Thread Group(ToDoList) 1-459,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1479,0,0
1603281815609,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-459,text,true,,346,0,1000,1000,null,0,0,0
1603281813719,1891,Read lists,200,,Ultimate Thread Group(ToDoList) 1-868,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1891,0,0
1603281815612,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-868,text,true,,347,0,1000,1000,null,0,0,0
1603281814128,1484,Read lists,200,,Ultimate Thread Group(ToDoList) 1-721,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1484,0,0
1603281815613,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-721,text,true,,347,0,1000,1000,null,0,0,0
1603281814132,1482,Read lists,200,,Ultimate Thread Group(ToDoList) 1-455,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1481,0,0
1603281815615,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-455,text,true,,347,0,1000,1000,null,0,0,0
1603281814402,1213,Read lists,200,,Ultimate Thread Group(ToDoList) 1-184,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1213,0,1
1603281815617,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-184,text,true,,347,0,1000,1000,null,0,0,0
1603281813993,1623,Read lists,200,,Ultimate Thread Group(ToDoList) 1-593,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1623,0,1
1603281815618,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-593,text,true,,347,0,1000,1000,null,0,0,0
1603281814265,1353,Read lists,200,,Ultimate Thread Group(ToDoList) 1-321,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1353,0,1
1603281815620,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-321,text,true,,347,0,1000,1000,null,0,0,0
1603281814266,1354,Read lists,200,,Ultimate Thread Group(ToDoList) 1-320,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1354,0,1
1603281813851,1769,Read lists,200,,Ultimate Thread Group(ToDoList) 1-735,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1769,0,1
1603281815622,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-320,text,true,,346,0,1000,1000,null,0,0,0
1603281815622,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-735,text,true,,347,0,1000,1000,null,0,0,0
1603281814411,1212,Read lists,200,,Ultimate Thread Group(ToDoList) 1-175,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1212,0,1
1603281815625,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-175,text,true,,347,0,1000,1000,null,0,0,0
1603281814267,1360,Read lists,200,,Ultimate Thread Group(ToDoList) 1-319,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1360,0,1
1603281815629,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-319,text,true,,347,0,1000,1000,null,0,0,0
1603281814412,1218,Read lists,200,,Ultimate Thread Group(ToDoList) 1-174,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1218,0,1
1603281815631,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-174,text,true,,347,0,1000,1000,null,0,0,0
1603281814135,1497,Read lists,200,,Ultimate Thread Group(ToDoList) 1-451,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1497,0,1
1603281814271,1361,Read lists,200,,Ultimate Thread Group(ToDoList) 1-315,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1361,0,1
1603281815634,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-315,text,true,,347,0,1000,1000,null,0,0,0
1603281815634,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-451,text,true,,346,0,1000,1000,null,0,0,0
1603281814417,1216,Read lists,200,,Ultimate Thread Group(ToDoList) 1-170,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1216,0,0
1603281815635,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-170,text,true,,347,0,1000,1000,null,0,0,0
1603281814269,1365,Read lists,200,,Ultimate Thread Group(ToDoList) 1-317,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1363,0,1
1603281815636,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-317,text,true,,347,0,1000,1000,null,0,0,0
1603281814134,1502,Read lists,200,,Ultimate Thread Group(ToDoList) 1-452,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1502,0,1
1603281814415,1221,Read lists,200,,Ultimate Thread Group(ToDoList) 1-171,text,true,,3888,157,1000,1000,http://localhost:8901/todolists/viewAll,1221,0,1
1603281815638,0,check jmeter variables for auth_token,200,OK,Ultimate Thread Group(ToDoList) 1-171,text,true,,347,0,1000,1000,null,0,0,0
